PROLIFIC_PID,Answer.text,AwareResponse,recoded,awarenext.keys,awarenext.rt,Awareness.thisRepN,Awareness.thisTrialN,Awareness.thisN,Awareness.thisIndex,Awareness.ran,AwareQuestion,AwareAnswer
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,2.2221,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,2.8631,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6127bbbc3e72f2d3f7fc5f04,k,k,k,space,1.3957,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
611b7b04e1bb142291d62819,n,n,n,space,28.2001,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
611b7b04e1bb142291d62819,fair,fair,fair,space,24.6277,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
611b7b04e1bb142291d62819,k,k,k,space,12.3176,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
611b7b04e1bb142291d62819,high,high,high,space,9.9856,0,3,3,3,1,What do you think the word was? Type your answer,warm
611b7b04e1bb142291d62819,y,y,y,space,5.0853,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
611b7b04e1bb142291d62819,red,red,e,space,10.3927,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
611b7b04e1bb142291d62819,y,y,y,space,5.6589,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611b7b04e1bb142291d62819,green,green,u,space,5.3655,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
611b7b04e1bb142291d62819,y,y,y,space,5.8008,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611b7b04e1bb142291d62819,red,red,e,space,6.8836,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
611b7b04e1bb142291d62819,NA,NA,NA,space,5.9759,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611b7b04e1bb142291d62819,green,green,u,space,4.6657,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5f63c6f77a00cd11fc0d5113,y,y,y,space,20.7458,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5f63c6f77a00cd11fc0d5113,year,year,k,space,10.5564,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5f63c6f77a00cd11fc0d5113,k,k,k,space,15.4237,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5f63c6f77a00cd11fc0d5113,I,I,k,space,5.8645,0,3,3,3,1,What do you think the word was? Type your answer,warm
5f63c6f77a00cd11fc0d5113,dont,dont,k,space,3.0169,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5f63c6f77a00cd11fc0d5113,green,green,u,space,11.4907,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5f63c6f77a00cd11fc0d5113,n,n,n,space,6.5051,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5f63c6f77a00cd11fc0d5113,red,red,e,space,13.6483,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5f63c6f77a00cd11fc0d5113,y,y,y,space,15.3215,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5f63c6f77a00cd11fc0d5113,red,red,e,space,2.7029,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5f63c6f77a00cd11fc0d5113,y,y,y,space,5.0825,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5f63c6f77a00cd11fc0d5113,green,green,u,space,3.3731,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5e0cc93453e8464869af9218,n,n,n,space,7.652,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5e0cc93453e8464869af9218,I,I,k,space,6.941,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5e0cc93453e8464869af9218,n,n,n,space,7.77,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5e0cc93453e8464869af9218,k,k,k,space,4.439,0,3,3,3,1,What do you think the word was? Type your answer,warm
5e0cc93453e8464869af9218,n,n,n,space,4.92,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5e0cc93453e8464869af9218,n,n,k,space,2.158,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5e0cc93453e8464869af9218,n,n,n,space,2.534,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5e0cc93453e8464869af9218,n,n,k,space,1.03,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5e0cc93453e8464869af9218,n,n,n,space,4.787,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5e0cc93453e8464869af9218,n,n,k,space,2.074,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5e0cc93453e8464869af9218,n,n,n,space,2.234,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5e0cc93453e8464869af9218,n,n,k,space,1.497,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
6110ed9df30e409eeb72d188,y,y,y,space,64.7467,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6110ed9df30e409eeb72d188,warm,warm,warm,space,4.4176,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
6110ed9df30e409eeb72d188,y,y,y,space,3.9123,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6110ed9df30e409eeb72d188,warm,warm,warm,space,25.3985,0,3,3,3,1,What do you think the word was? Type your answer,warm
6110ed9df30e409eeb72d188,y,y,y,space,5.8269,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
6110ed9df30e409eeb72d188,red,red,e,space,4.5335,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
6110ed9df30e409eeb72d188,y,y,y,space,5.193,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6110ed9df30e409eeb72d188,green,green,u,space,3.4003,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6110ed9df30e409eeb72d188,k,k,k,space,8.4489,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6110ed9df30e409eeb72d188,green,green,u,space,7.5175,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6110ed9df30e409eeb72d188,y,y,y,space,5.6177,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6110ed9df30e409eeb72d188,green,green,u,space,1.9157,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5ede762675927e0e45e258aa,y,y,y,space,11.3329,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5ede762675927e0e45e258aa,fair,fair,fair,space,8.4232,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5ede762675927e0e45e258aa,y,y,y,space,3.1499,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5ede762675927e0e45e258aa,warm,warm,warm,space,3.4927,0,3,3,3,1,What do you think the word was? Type your answer,warm
5ede762675927e0e45e258aa,n,n,n,space,5.2897,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5ede762675927e0e45e258aa,NA,NA,NA,space,4.8564,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5ede762675927e0e45e258aa,n,n,n,space,2.6843,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ede762675927e0e45e258aa,NA,NA,NA,space,0.7232,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5ede762675927e0e45e258aa,n,n,n,space,6.0131,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ede762675927e0e45e258aa,NA,NA,NA,space,1.1366,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5ede762675927e0e45e258aa,n,n,n,space,1.7046,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5ede762675927e0e45e258aa,NA,NA,NA,space,0.6781,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
602e81538e1eada036b78bf1,y,y,y,space,21.8848,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
602e81538e1eada036b78bf1,even,even,even,space,4.8588,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
602e81538e1eada036b78bf1,y,y,y,space,4.4337,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
602e81538e1eada036b78bf1,high,high,high,space,2.7217,0,3,3,3,1,What do you think the word was? Type your answer,warm
602e81538e1eada036b78bf1,y,y,y,space,4.9094,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
602e81538e1eada036b78bf1,red,red,e,space,3.0698,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
602e81538e1eada036b78bf1,y,y,y,space,2.7314,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
602e81538e1eada036b78bf1,green,green,u,space,2.682,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
602e81538e1eada036b78bf1,y,y,y,space,4.3337,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
602e81538e1eada036b78bf1,red,red,e,space,3.6142,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
602e81538e1eada036b78bf1,y,y,y,space,2.3809,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
602e81538e1eada036b78bf1,green,green,u,space,2.2987,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5aeaa3b5d9f2be0001933e5b,n,n,n,space,10.722,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5aeaa3b5d9f2be0001933e5b,NA,NA,NA,space,7.103,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5aeaa3b5d9f2be0001933e5b,n,n,n,space,4.812,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5aeaa3b5d9f2be0001933e5b,NA,NA,NA,space,1.625,0,3,3,3,1,What do you think the word was? Type your answer,warm
5aeaa3b5d9f2be0001933e5b,y,y,y,space,6.299,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5aeaa3b5d9f2be0001933e5b,red,red,e,space,4.707,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5aeaa3b5d9f2be0001933e5b,y,y,y,space,3.418,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5aeaa3b5d9f2be0001933e5b,green,green,u,space,3.36,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5aeaa3b5d9f2be0001933e5b,k,k,k,space,17.2,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5aeaa3b5d9f2be0001933e5b,NA,NA,NA,space,1.603,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5aeaa3b5d9f2be0001933e5b,k,k,k,space,4.226,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5aeaa3b5d9f2be0001933e5b,NA,NA,NA,space,1.17,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61306cd5e03206acd208443d,n,n,n,space,19.5124,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61306cd5e03206acd208443d,what,what,k,space,7.8174,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61306cd5e03206acd208443d,n,n,n,space,5.4178,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61306cd5e03206acd208443d,there,there,k,space,8.5283,0,3,3,3,1,What do you think the word was? Type your answer,warm
61306cd5e03206acd208443d,y,y,y,space,9.7837,0,4,4,4,1,"Do you think """"warm"""" mostly appeared in a particular colour?. If yes  then type """"y""""  """"n"""" for no and if you don't know type """"k"""".""",y
61306cd5e03206acd208443d,red,red,e,space,2.874,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61306cd5e03206acd208443d,y,y,y,space,5.4507,0,6,6,6,1,"Do you think """"fair"""" mostly appeared in a particular colour?. If yes  then type """"y""""  if no then type """"n"""" and if you don't know type """"k"""".""",y
61306cd5e03206acd208443d,green,green,u,space,2.2507,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61306cd5e03206acd208443d,k,k,k,space,18.1622,0,8,8,8,1,"Do you think """"high"""" mostly appeared in a particular colour?. If yes  then type """"y""""  if no then type """"n"""" and if you don't know type """"k"""".""",y
61306cd5e03206acd208443d,NA,NA,NA,space,2.5421,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
61306cd5e03206acd208443d,y,y,y,space,4.4673,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61306cd5e03206acd208443d,red,red,e,space,4.0671,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5e0ef2b8f9e75061824a17b0,n,n,n,space,10.0195,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5e0ef2b8f9e75061824a17b0,NA,NA,NA,space,6.6273,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5e0ef2b8f9e75061824a17b0,n,n,n,space,2.8955,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5e0ef2b8f9e75061824a17b0,NA,NA,NA,space,1.7159,0,3,3,3,1,What do you think the word was? Type your answer,warm
5e0ef2b8f9e75061824a17b0,n,n,n,space,4.3934,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5e0ef2b8f9e75061824a17b0,NA,NA,NA,space,3.6876,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5e0ef2b8f9e75061824a17b0,n,n,n,space,1.7626,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5e0ef2b8f9e75061824a17b0,NA,NA,NA,space,0.5639,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5e0ef2b8f9e75061824a17b0,n,n,n,space,2.6134,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5e0ef2b8f9e75061824a17b0,NA,NA,NA,space,1.1791,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5e0ef2b8f9e75061824a17b0,n,n,n,space,1.9989,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5e0ef2b8f9e75061824a17b0,NA,NA,NA,space,0.5484,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
611cc62c5a7c3b2545c981b9,NA,NA,NA,space,10.9136,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
611cc62c5a7c3b2545c981b9,warm,warm,warm,space,18.2961,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
611cc62c5a7c3b2545c981b9,k,k,k,space,4.1663,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
611cc62c5a7c3b2545c981b9,NA,NA,NA,space,3.8466,0,3,3,3,1,What do you think the word was? Type your answer,warm
611cc62c5a7c3b2545c981b9,n,n,n,space,8.4765,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
611cc62c5a7c3b2545c981b9,NA,NA,NA,space,1.6589,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
611cc62c5a7c3b2545c981b9,n,n,n,space,3.9316,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611cc62c5a7c3b2545c981b9,red,red,e,space,10.348,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
611cc62c5a7c3b2545c981b9,y,y,y,space,3.0321,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611cc62c5a7c3b2545c981b9,red,red,e,space,4.3323,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
611cc62c5a7c3b2545c981b9,n,n,n,space,5.603,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
611cc62c5a7c3b2545c981b9,NA,NA,NA,space,7.7136,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
6129cf2466f7161a0d0d5bae,k,k,k,space,17.4212,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6129cf2466f7161a0d0d5bae,warm,warm,warm,space,12.8468,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
6129cf2466f7161a0d0d5bae,k,k,k,space,21.3608,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6129cf2466f7161a0d0d5bae,warm,warm,warm,space,4.3669,0,3,3,3,1,What do you think the word was? Type your answer,warm
6129cf2466f7161a0d0d5bae,y,y,y,space,7.1137,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
6129cf2466f7161a0d0d5bae,red,red,e,space,5.6483,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
6129cf2466f7161a0d0d5bae,y,y,y,space,6.6271,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6129cf2466f7161a0d0d5bae,green,green,u,space,4.1004,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6129cf2466f7161a0d0d5bae,y,y,y,space,8.5029,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6129cf2466f7161a0d0d5bae,green,green,u,space,3.3746,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6129cf2466f7161a0d0d5bae,n,n,n,space,10.2708,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6129cf2466f7161a0d0d5bae,red,red,e,space,4.3456,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61218e2b5c6a54b79b4849db,Green,Green,k,space,5.3885,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61218e2b5c6a54b79b4849db,Green,Green,k,space,2.9684,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61218e2b5c6a54b79b4849db,No,No,n,space,5.915,0,2,2,2,1,"Do you think """"even"""" was always followed by a particular word? Type """"y"""" for yes  """"n"""" for no  and """"k"""" in case you do not know.""",y
61218e2b5c6a54b79b4849db,N/A,N/A,NA,space,3.778,0,3,3,3,1,What do you think the word was? Type your answer,warm
61218e2b5c6a54b79b4849db,Yes,Yes,y,space,3.2234,0,4,4,4,1,"Do you think """"warm"""" mostly appeared in a particular colour?. If yes then type """"y""""  """"n"""" for no and if you don't know type """"k"""".""",y
61218e2b5c6a54b79b4849db,reD,reD,e,space,0.892,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61218e2b5c6a54b79b4849db,Yes,Yes,y,space,2.3653,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61218e2b5c6a54b79b4849db,Green,Green,u,space,3.557,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61218e2b5c6a54b79b4849db,y,y,y,space,4.8731,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61218e2b5c6a54b79b4849db,green,green,u,space,1.454,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
61218e2b5c6a54b79b4849db,k,k,k,space,5.628,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61218e2b5c6a54b79b4849db,NA,NA,NA,space,1.1048,0,11,11,11,1,"Which colour almost always occurred with """"even""""? Type the response key you pressed for that particular colour""",e
60b5cbacd78980bbcd8ddd41,k,k,k,space,20.3284,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60b5cbacd78980bbcd8ddd41,Even,Even,even,space,12.5725,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60b5cbacd78980bbcd8ddd41,y,y,y,space,15.0406,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60b5cbacd78980bbcd8ddd41,High,High,high,space,8.9423,0,3,3,3,1,What do you think the word was? Type your answer,warm
60b5cbacd78980bbcd8ddd41,y,y,y,space,8.8741,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
60b5cbacd78980bbcd8ddd41,Even,Even,k,space,3.0641,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
60b5cbacd78980bbcd8ddd41,y,y,y,space,2.5147,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60b5cbacd78980bbcd8ddd41,warm,warm,k,space,1.3324,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
60b5cbacd78980bbcd8ddd41,k,k,k,space,6.1116,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60b5cbacd78980bbcd8ddd41,e,e,e,space,10.3746,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
60b5cbacd78980bbcd8ddd41,k,k,k,space,4.8954,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
60b5cbacd78980bbcd8ddd41,e,e,e,space,3.8468,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
60fd2c970b374eaafdee2566,y,y,y,space,14.3599,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fd2c970b374eaafdee2566,fair,fair,fair,space,2.7631,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
60fd2c970b374eaafdee2566,n,n,n,space,7.3359,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
60fd2c970b374eaafdee2566,fair,fair,fair,space,14.2685,0,3,3,3,1,What do you think the word was? Type your answer,warm
